,y,x1,x2,x3,x4,x5
sample_2966,0.17,0.605,0.656,0.251,0.731,0.808
sample_2967,0.17,0.608,0.672,0.246,0.707,0.803
sample_2968,0.17,0.608,0.687,0.243,0.717,0.799
sample_2969,0.17,0.606,0.687,0.239,0.744,0.797
sample_2970,0.17,0.601,0.689,0.243,0.744,0.796
sample_2971,0.17,0.595,0.677,0.25,0.719,0.802
sample_2972,0.17,0.593,0.682,0.247,0.755,0.796
sample_2973,0.17,0.598,0.685,0.249,0.746,0.788
sample_2974,0.17,0.605,0.67,0.246,0.729,0.793
sample_2975,0.17,0.609,0.66,0.245,0.757,0.798
sample_2976,0.17,0.607,0.656,0.253,0.725,0.802
sample_2977,0.17,0.603,0.684,0.249,0.731,0.799
sample_2978,0.17,0.604,0.69,0.251,0.739,0.796
sample_2979,0.17,0.61,0.678,0.26,0.733,0.795
sample_2980,0.17,0.615,0.695,0.255,0.726,0.795
sample_2981,0.168,0.62,0.703,0.25,0.694,0.792
sample_2982,0.168,0.621,0.677,0.253,0.696,0.794
sample_2983,0.168,0.619,0.677,0.256,0.754,0.792
sample_2984,0.168,0.617,0.707,0.261,0.75,0.783
sample_2985,0.168,0.618,0.699,0.258,0.709,0.789
sample_2986,0.168,0.619,0.68,0.265,0.697,0.797
sample_2987,0.168,0.621,0.674,0.265,0.704,0.799
sample_2988,0.168,0.623,0.697,0.258,0.725,0.791
sample_2989,0.168,0.624,0.692,0.259,0.719,0.793
sample_2990,0.168,0.622,0.688,0.257,0.722,0.795
sample_2991,0.168,0.62,0.697,0.251,0.763,0.795
sample_2992,0.168,0.621,0.686,0.249,0.745,0.796
sample_2993,0.168,0.627,0.671,0.253,0.7,0.799
sample_2994,0.168,0.629,0.685,0.253,0.704,0.802
sample_2995,0.168,0.628,0.69,0.255,0.721,0.797
sample_2996,0.168,0.627,0.68,0.254,0.749,0.799
sample_2997,0.168,0.625,0.672,0.261,0.734,0.799
sample_2998,0.168,0.628,0.671,0.26,0.722,0.794
sample_2999,0.168,0.634,0.682,0.262,0.754,0.791
sample_3000,0.168,0.638,0.686,0.272,0.748,0.79
sample_3001,0.167,0.639,0.668,0.282,0.722,0.793
sample_3002,0.167,0.64,0.666,0.284,0.731,0.797
sample_3003,0.167,0.643,0.684,0.288,0.734,0.794
sample_3004,0.167,0.646,0.682,0.286,0.736,0.793
sample_3005,0.167,0.645,0.674,0.286,0.735,0.802
sample_3006,0.167,0.639,0.684,0.292,0.738,0.801
sample_3007,0.167,0.631,0.695,0.296,0.719,0.794
sample_3008,0.167,0.628,0.692,0.299,0.702,0.792
sample_3009,0.167,0.625,0.67,0.289,0.717,0.804
sample_3010,0.167,0.628,0.664,0.281,0.764,0.804
sample_3011,0.167,0.631,0.678,0.279,0.739,0.798
sample_3012,0.167,0.631,0.675,0.275,0.716,0.8
sample_3013,0.167,0.633,0.666,0.274,0.765,0.801
sample_3014,0.167,0.638,0.673,0.268,0.787,0.799
sample_3015,0.167,0.643,0.684,0.275,0.766,0.796
sample_3016,0.167,0.648,0.688,0.282,0.74,0.795
sample_3017,0.167,0.653,0.688,0.287,0.719,0.794
sample_3018,0.167,0.658,0.674,0.294,0.734,0.794
sample_3019,0.167,0.66,0.676,0.295,0.722,0.794
sample_3020,0.167,0.657,0.695,0.304,0.711,0.792
sample_3021,0.156,0.651,0.689,0.31,0.735,0.794
sample_3022,0.156,0.643,0.687,0.316,0.739,0.793
sample_3023,0.156,0.639,0.693,0.313,0.745,0.788
sample_3024,0.156,0.638,0.689,0.309,0.737,0.789
sample_3025,0.156,0.635,0.685,0.305,0.725,0.794
sample_3026,0.156,0.638,0.681,0.293,0.736,0.796
sample_3027,0.156,0.643,0.67,0.285,0.771,0.797
sample_3028,0.156,0.649,0.687,0.286,0.737,0.794
sample_3029,0.156,0.649,0.692,0.285,0.709,0.799
sample_3030,0.156,0.644,0.69,0.292,0.768,0.796
sample_3031,0.156,0.639,0.693,0.306,0.766,0.79
sample_3032,0.156,0.637,0.692,0.313,0.728,0.788
sample_3033,0.156,0.639,0.683,0.317,0.715,0.79
sample_3034,0.156,0.639,0.683,0.312,0.72,0.792
sample_3035,0.156,0.638,0.696,0.301,0.744,0.79
sample_3036,0.156,0.637,0.687,0.289,0.728,0.794
sample_3037,0.156,0.635,0.674,0.284,0.72,0.801
sample_3038,0.156,0.637,0.69,0.285,0.734,0.798
sample_3039,0.156,0.639,0.694,0.286,0.726,0.789
sample_3040,0.156,0.642,0.669,0.286,0.727,0.795
sample_3041,0.157,0.646,0.664,0.285,0.726,0.803
sample_3042,0.157,0.649,0.667,0.292,0.706,0.798
sample_3043,0.157,0.648,0.685,0.291,0.72,0.796
sample_3044,0.157,0.644,0.698,0.296,0.717,0.794
sample_3045,0.157,0.638,0.692,0.302,0.722,0.793
sample_3046,0.157,0.63,0.694,0.297,0.763,0.794
sample_3047,0.157,0.625,0.694,0.302,0.734,0.794
sample_3048,0.157,0.624,0.682,0.305,0.704,0.796
sample_3049,0.157,0.629,0.682,0.298,0.734,0.795
sample_3050,0.157,0.638,0.692,0.291,0.733,0.791
sample_3051,0.157,0.645,0.689,0.293,0.748,0.792
sample_3052,0.157,0.65,0.672,0.297,0.74,0.798
sample_3053,0.157,0.653,0.669,0.301,0.737,0.796
sample_3054,0.157,0.657,0.689,0.306,0.733,0.787
sample_3055,0.157,0.66,0.681,0.311,0.696,0.789
sample_3056,0.157,0.664,0.672,0.319,0.706,0.793
sample_3057,0.157,0.664,0.692,0.326,0.72,0.785
sample_3058,0.157,0.659,0.689,0.329,0.718,0.79
sample_3059,0.157,0.655,0.674,0.33,0.738,0.796
sample_3060,0.157,0.653,0.683,0.33,0.739,0.792
sample_3061,0.147,0.65,0.709,0.332,0.732,0.782
sample_3062,0.147,0.647,0.697,0.326,0.736,0.791
sample_3063,0.147,0.639,0.682,0.323,0.726,0.801
sample_3064,0.147,0.623,0.686,0.329,0.73,0.794
sample_3065,0.147,0.615,0.684,0.327,0.717,0.798
sample_3066,0.147,0.622,0.683,0.32,0.724,0.802
sample_3067,0.147,0.63,0.671,0.313,0.743,0.804
sample_3068,0.147,0.635,0.686,0.303,0.726,0.797
sample_3069,0.147,0.638,0.694,0.294,0.714,0.794
sample_3070,0.147,0.64,0.677,0.295,0.716,0.8
sample_3071,0.147,0.642,0.665,0.308,0.741,0.801
sample_3072,0.147,0.642,0.668,0.321,0.745,0.796
sample_3073,0.147,0.644,0.676,0.33,0.717,0.792
sample_3074,0.147,0.643,0.689,0.337,0.71,0.787
sample_3075,0.147,0.641,0.692,0.338,0.719,0.786
sample_3076,0.147,0.643,0.692,0.337,0.728,0.785
sample_3077,0.147,0.642,0.696,0.338,0.737,0.785
sample_3078,0.147,0.643,0.683,0.336,0.751,0.791
sample_3079,0.147,0.644,0.67,0.33,0.759,0.794
sample_3080,0.147,0.644,0.68,0.323,0.738,0.792
sample_3081,0.141,0.645,0.691,0.329,0.726,0.791
sample_3082,0.141,0.645,0.688,0.335,0.744,0.793
sample_3083,0.141,0.642,0.679,0.332,0.724,0.795
sample_3084,0.141,0.636,0.678,0.333,0.718,0.792
sample_3085,0.141,0.632,0.687,0.329,0.728,0.792
sample_3086,0.141,0.632,0.7,0.32,0.732,0.792
sample_3087,0.141,0.633,0.69,0.314,0.755,0.794
sample_3088,0.141,0.635,0.681,0.307,0.742,0.799
sample_3089,0.141,0.638,0.696,0.303,0.741,0.794
sample_3090,0.141,0.642,0.687,0.3,0.747,0.792
sample_3091,0.141,0.644,0.663,0.307,0.742,0.797
sample_3092,0.141,0.644,0.67,0.3,0.73,0.798
sample_3093,0.141,0.642,0.684,0.298,0.724,0.796
sample_3094,0.141,0.641,0.686,0.311,0.708,0.793
sample_3095,0.141,0.641,0.677,0.316,0.728,0.796
sample_3096,0.141,0.643,0.66,0.314,0.746,0.801
sample_3097,0.141,0.643,0.68,0.311,0.734,0.792
sample_3098,0.141,0.637,0.694,0.306,0.748,0.788
sample_3099,0.141,0.631,0.675,0.296,0.746,0.802
sample_3100,0.141,0.629,0.663,0.288,0.742,0.809
sample_3101,0.198,0.63,0.687,0.287,0.74,0.8
sample_3102,0.198,0.635,0.688,0.287,0.732,0.798
sample_3103,0.198,0.643,0.665,0.277,0.753,0.803
sample_3104,0.198,0.649,0.672,0.274,0.751,0.804
sample_3105,0.198,0.652,0.691,0.283,0.724,0.799
sample_3106,0.198,0.655,0.691,0.286,0.702,0.795
sample_3107,0.198,0.656,0.679,0.288,0.688,0.795
sample_3108,0.198,0.655,0.677,0.297,0.703,0.795
sample_3109,0.198,0.655,0.682,0.305,0.712,0.795
sample_3110,0.198,0.657,0.689,0.305,0.704,0.794
sample_3111,0.198,0.659,0.693,0.304,0.709,0.79
sample_3112,0.198,0.686,0.676,0.306,0.739,0.792
sample_3113,0.198,0.716,0.673,0.306,0.752,0.796
sample_3114,0.198,0.71,0.671,0.319,0.736,0.799
sample_3115,0.198,0.704,0.666,0.342,0.72,0.796
sample_3116,0.198,0.702,0.684,0.351,0.723,0.786
sample_3117,0.198,0.701,0.696,0.352,0.725,0.785
sample_3118,0.198,0.7,0.684,0.358,0.717,0.794
sample_3119,0.198,0.7,0.684,0.361,0.714,0.799
sample_3120,0.198,0.703,0.673,0.356,0.718,0.803
sample_3121,0.119,0.711,0.681,0.354,0.738,0.798
sample_3122,0.119,0.719,0.689,0.357,0.735,0.796
sample_3123,0.119,0.724,0.678,0.352,0.726,0.802
sample_3124,0.119,0.724,0.687,0.357,0.762,0.798
sample_3125,0.119,0.725,0.678,0.369,0.76,0.797
sample_3126,0.119,0.723,0.68,0.383,0.722,0.791
sample_3127,0.119,0.719,0.681,0.388,0.745,0.789
sample_3128,0.119,0.715,0.681,0.389,0.746,0.791
sample_3129,0.119,0.71,0.713,0.39,0.731,0.788
sample_3130,0.119,0.709,0.711,0.384,0.737,0.792
sample_3131,0.119,0.711,0.697,0.381,0.749,0.794
sample_3132,0.119,0.711,0.701,0.383,0.73,0.794
sample_3133,0.119,0.71,0.702,0.387,0.712,0.79
sample_3134,0.119,0.709,0.693,0.384,0.717,0.791
sample_3135,0.119,0.708,0.693,0.381,0.741,0.793
sample_3136,0.119,0.707,0.684,0.385,0.773,0.796
sample_3137,0.119,0.704,0.683,0.387,0.744,0.798
sample_3138,0.119,0.697,0.696,0.387,0.734,0.792
sample_3139,0.119,0.692,0.691,0.384,0.745,0.791
sample_3140,0.119,0.692,0.684,0.382,0.707,0.795
sample_3141,0.19,0.697,0.685,0.381,0.706,0.796
sample_3142,0.19,0.697,0.69,0.375,0.765,0.795
sample_3143,0.19,0.695,0.689,0.365,0.769,0.791
sample_3144,0.19,0.699,0.687,0.358,0.744,0.793
sample_3145,0.19,0.7,0.692,0.353,0.731,0.794
sample_3146,0.19,0.703,0.688,0.355,0.733,0.792
sample_3147,0.19,0.706,0.681,0.364,0.738,0.791
sample_3148,0.19,0.706,0.697,0.359,0.726,0.786
sample_3149,0.19,0.703,0.681,0.355,0.722,0.797
sample_3150,0.19,0.699,0.678,0.361,0.726,0.796
sample_3151,0.19,0.691,0.699,0.362,0.76,0.789
sample_3152,0.19,0.685,0.7,0.355,0.77,0.796
sample_3153,0.19,0.69,0.682,0.348,0.748,0.803
sample_3154,0.19,0.699,0.667,0.343,0.748,0.803
sample_3155,0.19,0.701,0.682,0.338,0.728,0.799
sample_3156,0.19,0.697,0.69,0.334,0.717,0.8
sample_3157,0.19,0.692,0.674,0.329,0.714,0.803
sample_3158,0.19,0.685,0.677,0.329,0.707,0.799
sample_3159,0.19,0.681,0.695,0.326,0.696,0.791
sample_3160,0.19,0.684,0.687,0.321,0.696,0.795
sample_3161,0.206,0.685,0.67,0.309,0.689,0.804
sample_3162,0.206,0.685,0.671,0.307,0.682,0.806
sample_3163,0.206,0.686,0.689,0.313,0.702,0.794
sample_3164,0.206,0.687,0.696,0.316,0.709,0.793
sample_3165,0.206,0.693,0.702,0.311,0.72,0.794
sample_3166,0.206,0.697,0.686,0.307,0.752,0.793
sample_3167,0.206,0.696,0.668,0.303,0.752,0.798
sample_3168,0.206,0.697,0.674,0.3,0.718,0.805
sample_3169,0.206,0.696,0.682,0.306,0.693,0.802
sample_3170,0.206,0.689,0.664,0.295,0.703,0.801
sample_3171,0.206,0.685,0.655,0.285,0.729,0.808
sample_3172,0.206,0.687,0.661,0.282,0.724,0.809
sample_3173,0.206,0.693,0.673,0.276,0.72,0.799
sample_3174,0.206,0.697,0.692,0.279,0.771,0.786
sample_3175,0.206,0.695,0.683,0.281,0.791,0.789
sample_3176,0.206,0.694,0.669,0.283,0.751,0.792
sample_3177,0.206,0.695,0.677,0.285,0.729,0.79
sample_3178,0.206,0.694,0.678,0.292,0.725,0.792
sample_3179,0.206,0.694,0.667,0.296,0.736,0.796
sample_3180,0.206,0.691,0.673,0.29,0.726,0.795
sample_3181,0.181,0.688,0.668,0.282,0.709,0.798
sample_3182,0.181,0.686,0.661,0.287,0.705,0.8
sample_3183,0.181,0.685,0.665,0.285,0.705,0.798
sample_3184,0.181,0.681,0.669,0.279,0.738,0.798
sample_3185,0.181,0.681,0.667,0.278,0.745,0.804
sample_3186,0.181,0.685,0.656,0.271,0.722,0.81
sample_3187,0.181,0.686,0.679,0.266,0.731,0.799
sample_3188,0.181,0.689,0.698,0.269,0.731,0.791
sample_3189,0.181,0.693,0.674,0.272,0.745,0.8
sample_3190,0.181,0.691,0.676,0.275,0.755,0.797
sample_3191,0.181,0.685,0.695,0.276,0.726,0.79
sample_3192,0.181,0.679,0.699,0.272,0.707,0.793
sample_3193,0.181,0.676,0.687,0.277,0.714,0.795
sample_3194,0.181,0.676,0.673,0.27,0.714,0.797
sample_3195,0.181,0.68,0.67,0.264,0.735,0.792
sample_3196,0.181,0.688,0.672,0.266,0.755,0.791
sample_3197,0.181,0.697,0.691,0.264,0.746,0.795
sample_3198,0.181,0.702,0.702,0.275,0.722,0.795
sample_3199,0.181,0.699,0.691,0.286,0.731,0.794
sample_3200,0.181,0.697,0.687,0.294,0.74,0.796
sample_3201,0.142,0.694,0.668,0.301,0.728,0.795
sample_3202,0.142,0.692,0.669,0.294,0.737,0.795
sample_3203,0.142,0.692,0.679,0.292,0.732,0.796
sample_3204,0.142,0.688,0.684,0.303,0.77,0.791
sample_3205,0.142,0.681,0.672,0.295,0.762,0.8
sample_3206,0.142,0.682,0.656,0.291,0.729,0.807
sample_3207,0.142,0.69,0.665,0.291,0.742,0.806
sample_3208,0.142,0.697,0.673,0.279,0.734,0.802
sample_3209,0.142,0.702,0.683,0.28,0.73,0.79
sample_3210,0.142,0.706,0.676,0.297,0.73,0.791
sample_3211,0.142,0.704,0.662,0.315,0.71,0.799
sample_3212,0.142,0.697,0.672,0.316,0.727,0.794
sample_3213,0.142,0.691,0.684,0.313,0.741,0.79
sample_3214,0.142,0.689,0.676,0.317,0.717,0.792
sample_3215,0.142,0.686,0.676,0.326,0.744,0.793
sample_3216,0.142,0.684,0.693,0.319,0.743,0.79
sample_3217,0.142,0.684,0.698,0.31,0.726,0.794
sample_3218,0.142,0.686,0.687,0.312,0.742,0.8
sample_3219,0.142,0.691,0.678,0.316,0.748,0.798
sample_3220,0.142,0.689,0.68,0.318,0.736,0.794
sample_3221,0.156,0.683,0.687,0.315,0.737,0.796
sample_3222,0.156,0.682,0.692,0.321,0.733,0.793
sample_3223,0.156,0.681,0.683,0.327,0.723,0.794
sample_3224,0.156,0.676,0.694,0.322,0.713,0.791
sample_3225,0.156,0.673,0.683,0.312,0.723,0.795
sample_3226,0.156,0.677,0.679,0.3,0.735,0.795
sample_3227,0.156,0.686,0.69,0.3,0.737,0.791
sample_3228,0.156,0.697,0.68,0.308,0.744,0.796
sample_3229,0.156,0.709,0.663,0.306,0.736,0.799
sample_3230,0.156,0.72,0.66,0.312,0.737,0.796
sample_3231,0.156,0.724,0.665,0.338,0.741,0.791
sample_3232,0.156,0.72,0.666,0.357,0.737,0.797
sample_3233,0.156,0.715,0.669,0.366,0.736,0.801
sample_3234,0.156,0.71,0.674,0.369,0.721,0.795
sample_3235,0.156,0.703,0.671,0.369,0.708,0.795
sample_3236,0.156,0.697,0.665,0.367,0.734,0.798
sample_3237,0.156,0.686,0.674,0.367,0.751,0.797
sample_3238,0.156,0.676,0.67,0.356,0.743,0.801
sample_3239,0.156,0.668,0.664,0.346,0.712,0.807
sample_3240,0.156,0.669,0.67,0.338,0.701,0.801
sample_3241,0.244,0.677,0.674,0.323,0.743,0.799
sample_3242,0.244,0.681,0.663,0.312,0.74,0.804
sample_3243,0.244,0.682,0.672,0.309,0.715,0.797
sample_3244,0.244,0.684,0.698,0.316,0.703,0.789
sample_3245,0.244,0.682,0.685,0.317,0.724,0.797
sample_3246,0.244,0.679,0.656,0.324,0.766,0.807
sample_3247,0.244,0.678,0.673,0.334,0.721,0.799
sample_3248,0.244,0.677,0.701,0.329,0.705,0.792
sample_3249,0.244,0.674,0.695,0.327,0.723,0.797
sample_3250,0.244,0.669,0.674,0.332,0.715,0.801
sample_3251,0.244,0.668,0.667,0.328,0.733,0.803
sample_3252,0.244,0.666,0.669,0.322,0.722,0.807
sample_3253,0.244,0.667,0.675,0.319,0.722,0.801
sample_3254,0.244,0.671,0.682,0.311,0.716,0.793
sample_3255,0.244,0.675,0.679,0.311,0.712,0.798
sample_3256,0.244,0.679,0.69,0.32,0.743,0.795
sample_3257,0.244,0.68,0.68,0.318,0.727,0.8
sample_3258,0.244,0.68,0.663,0.317,0.721,0.8
sample_3259,0.244,0.683,0.676,0.328,0.737,0.792
sample_3260,0.244,0.688,0.689,0.336,0.719,0.786
sample_3261,0.154,0.69,0.697,0.34,0.725,0.782
sample_3262,0.154,0.688,0.68,0.34,0.706,0.793
sample_3263,0.154,0.683,0.666,0.337,0.703,0.796
sample_3264,0.154,0.683,0.673,0.343,0.736,0.794
sample_3265,0.154,0.684,0.666,0.344,0.723,0.8
sample_3266,0.154,0.68,0.674,0.338,0.729,0.799
sample_3267,0.154,0.677,0.675,0.341,0.738,0.799
sample_3268,0.154,0.673,0.684,0.337,0.723,0.801
sample_3269,0.154,0.676,0.692,0.335,0.726,0.796
sample_3270,0.154,0.685,0.683,0.336,0.708,0.795
sample_3271,0.154,0.689,0.683,0.334,0.737,0.798
sample_3272,0.154,0.686,0.703,0.338,0.763,0.79
sample_3273,0.154,0.688,0.708,0.344,0.723,0.787
sample_3274,0.154,0.691,0.684,0.348,0.734,0.795
sample_3275,0.154,0.692,0.683,0.348,0.739,0.795
sample_3276,0.154,0.697,0.681,0.354,0.748,0.796
sample_3277,0.154,0.697,0.676,0.352,0.76,0.796
sample_3278,0.154,0.693,0.692,0.35,0.719,0.793
sample_3279,0.154,0.692,0.677,0.356,0.712,0.798
sample_3280,0.154,0.694,0.678,0.365,0.72,0.798
sample_3281,0.161,0.698,0.69,0.371,0.721,0.791
sample_3282,0.161,0.697,0.678,0.372,0.75,0.799
sample_3283,0.161,0.693,0.677,0.368,0.743,0.801
sample_3284,0.161,0.688,0.673,0.362,0.728,0.8
sample_3285,0.161,0.689,0.664,0.364,0.71,0.802
sample_3286,0.161,0.69,0.684,0.369,0.696,0.795
sample_3287,0.161,0.687,0.685,0.369,0.738,0.796
sample_3288,0.161,0.685,0.666,0.367,0.751,0.802
sample_3289,0.161,0.68,0.678,0.369,0.728,0.8
sample_3290,0.161,0.679,0.688,0.375,0.738,0.797
sample_3291,0.161,0.683,0.671,0.372,0.716,0.8
sample_3292,0.161,0.682,0.667,0.362,0.722,0.8
sample_3293,0.161,0.681,0.68,0.357,0.717,0.794
sample_3294,0.161,0.68,0.681,0.362,0.695,0.795
sample_3295,0.161,0.677,0.666,0.368,0.722,0.799
sample_3296,0.161,0.673,0.677,0.368,0.711,0.796
sample_3297,0.161,0.673,0.678,0.362,0.68,0.802
sample_3298,0.161,0.679,0.688,0.356,0.705,0.799
sample_3299,0.161,0.682,0.68,0.356,0.741,0.797
sample_3300,0.161,0.681,0.67,0.354,0.727,0.799
sample_3301,0.17,0.68,0.689,0.358,0.715,0.788
sample_3302,0.17,0.677,0.671,0.36,0.688,0.792
sample_3303,0.17,0.676,0.668,0.355,0.681,0.796
sample_3304,0.17,0.675,0.688,0.354,0.735,0.789
sample_3305,0.17,0.668,0.684,0.349,0.748,0.795
sample_3306,0.17,0.663,0.661,0.341,0.718,0.808
sample_3307,0.17,0.657,0.655,0.338,0.703,0.81
sample_3308,0.17,0.654,0.665,0.325,0.695,0.809
sample_3309,0.17,0.654,0.685,0.313,0.739,0.808
sample_3310,0.17,0.653,0.693,0.312,0.76,0.803
sample_3311,0.17,0.66,0.671,0.306,0.743,0.8
sample_3312,0.17,0.666,0.676,0.303,0.718,0.798
sample_3313,0.17,0.663,0.696,0.313,0.72,0.793
sample_3314,0.17,0.66,0.691,0.32,0.729,0.797
sample_3315,0.17,0.654,0.685,0.324,0.754,0.795
sample_3316,0.17,0.645,0.679,0.316,0.768,0.796
sample_3317,0.17,0.637,0.68,0.304,0.747,0.801
sample_3318,0.17,0.638,0.696,0.295,0.713,0.796
sample_3319,0.17,0.643,0.682,0.291,0.712,0.8
sample_3320,0.17,0.644,0.686,0.289,0.745,0.799
sample_3321,0.21,0.641,0.683,0.291,0.737,0.793
sample_3322,0.21,0.637,0.677,0.293,0.725,0.791
sample_3323,0.21,0.633,0.703,0.29,0.727,0.786
sample_3324,0.21,0.634,0.695,0.296,0.742,0.792
sample_3325,0.21,0.638,0.678,0.293,0.736,0.798
sample_3326,0.21,0.64,0.679,0.283,0.738,0.797
sample_3327,0.21,0.644,0.683,0.289,0.735,0.799
sample_3328,0.21,0.649,0.691,0.304,0.726,0.793
sample_3329,0.21,0.656,0.7,0.301,0.725,0.788
sample_3330,0.21,0.663,0.669,0.311,0.717,0.799
sample_3331,0.21,0.67,0.654,0.322,0.778,0.799
sample_3332,0.21,0.674,0.683,0.325,0.775,0.788
sample_3333,0.21,0.676,0.684,0.328,0.742,0.793
sample_3334,0.21,0.678,0.672,0.327,0.74,0.797
sample_3335,0.21,0.68,0.692,0.336,0.754,0.787
sample_3336,0.21,0.683,0.683,0.338,0.754,0.79
sample_3337,0.21,0.684,0.668,0.335,0.72,0.798
sample_3338,0.21,0.689,0.657,0.345,0.674,0.803
sample_3339,0.21,0.693,0.665,0.365,0.679,0.8
sample_3340,0.21,0.691,0.685,0.375,0.718,0.794
sample_3341,0.127,0.691,0.688,0.379,0.744,0.795
sample_3342,0.127,0.694,0.694,0.372,0.77,0.793
sample_3343,0.127,0.693,0.692,0.361,0.74,0.792
sample_3344,0.127,0.695,0.685,0.351,0.735,0.795
sample_3345,0.127,0.701,0.695,0.344,0.734,0.796
sample_3346,0.127,0.701,0.677,0.344,0.697,0.8
sample_3347,0.127,0.701,0.663,0.35,0.714,0.801
sample_3348,0.127,0.701,0.682,0.358,0.736,0.794
sample_3349,0.127,0.699,0.711,0.355,0.741,0.786
sample_3350,0.127,0.7,0.692,0.351,0.752,0.796
sample_3351,0.127,0.703,0.665,0.348,0.715,0.802
sample_3352,0.127,0.703,0.694,0.348,0.714,0.787
sample_3353,0.127,0.701,0.715,0.347,0.75,0.789
sample_3354,0.127,0.696,0.714,0.344,0.732,0.795
sample_3355,0.127,0.693,0.71,0.348,0.717,0.787
sample_3356,0.127,0.694,0.705,0.353,0.744,0.789
sample_3357,0.127,0.695,0.701,0.349,0.723,0.793
sample_3358,0.127,0.696,0.698,0.345,0.702,0.792
sample_3359,0.127,0.697,0.698,0.35,0.72,0.793
sample_3360,0.127,0.696,0.703,0.346,0.713,0.79
sample_3361,0.159,0.696,0.708,0.347,0.706,0.785
sample_3362,0.159,0.697,0.698,0.358,0.721,0.787
sample_3363,0.159,0.696,0.695,0.357,0.768,0.786
sample_3364,0.159,0.694,0.692,0.349,0.762,0.791
sample_3365,0.159,0.695,0.684,0.342,0.717,0.799
sample_3366,0.159,0.699,0.674,0.342,0.738,0.803
sample_3367,0.159,0.699,0.658,0.351,0.744,0.804
sample_3368,0.159,0.695,0.669,0.358,0.698,0.799
sample_3369,0.159,0.696,0.692,0.358,0.702,0.794
sample_3370,0.159,0.695,0.693,0.364,0.72,0.794
sample_3371,0.159,0.695,0.682,0.359,0.716,0.799
sample_3372,0.159,0.698,0.679,0.349,0.731,0.8
sample_3373,0.159,0.698,0.674,0.345,0.724,0.798
sample_3374,0.159,0.697,0.676,0.341,0.739,0.796
sample_3375,0.159,0.697,0.675,0.345,0.744,0.795
sample_3376,0.159,0.698,0.665,0.355,0.702,0.797
sample_3377,0.159,0.696,0.664,0.357,0.722,0.797
sample_3378,0.159,0.7,0.675,0.358,0.756,0.793
sample_3379,0.159,0.704,0.702,0.357,0.726,0.79
sample_3380,0.159,0.699,0.702,0.357,0.714,0.79
sample_3381,0.194,0.695,0.679,0.356,0.766,0.795
sample_3382,0.194,0.694,0.662,0.347,0.767,0.802
sample_3383,0.194,0.694,0.684,0.341,0.738,0.795
sample_3384,0.194,0.695,0.687,0.342,0.725,0.795
sample_3385,0.194,0.699,0.663,0.343,0.723,0.802
sample_3386,0.194,0.697,0.675,0.344,0.734,0.796
sample_3387,0.194,0.693,0.692,0.347,0.72,0.792
sample_3388,0.194,0.692,0.673,0.338,0.72,0.801
sample_3389,0.194,0.692,0.66,0.337,0.744,0.806
sample_3390,0.194,0.692,0.68,0.341,0.725,0.795
sample_3391,0.194,0.691,0.703,0.343,0.715,0.785
sample_3392,0.194,0.686,0.688,0.339,0.745,0.794
sample_3393,0.194,0.683,0.687,0.334,0.739,0.8
sample_3394,0.194,0.687,0.684,0.336,0.728,0.797
sample_3395,0.194,0.69,0.666,0.328,0.742,0.803
sample_3396,0.194,0.694,0.68,0.324,0.733,0.8
sample_3397,0.194,0.695,0.685,0.325,0.744,0.796
sample_3398,0.194,0.695,0.667,0.329,0.737,0.803
sample_3399,0.194,0.695,0.667,0.333,0.736,0.801
sample_3400,0.194,0.694,0.677,0.335,0.745,0.796
sample_3401,0.178,0.695,0.694,0.339,0.714,0.79
sample_3402,0.178,0.695,0.692,0.334,0.703,0.791
sample_3403,0.178,0.696,0.675,0.336,0.749,0.797
sample_3404,0.178,0.693,0.677,0.33,0.758,0.798
sample_3405,0.178,0.694,0.703,0.331,0.738,0.791
sample_3406,0.178,0.698,0.678,0.338,0.726,0.797
sample_3407,0.178,0.697,0.672,0.332,0.728,0.799
sample_3408,0.178,0.691,0.691,0.334,0.748,0.797
sample_3409,0.178,0.684,0.686,0.329,0.73,0.797
sample_3410,0.178,0.679,0.686,0.326,0.723,0.794
sample_3411,0.178,0.68,0.69,0.325,0.725,0.795
sample_3412,0.178,0.688,0.693,0.319,0.719,0.796
sample_3413,0.178,0.696,0.67,0.322,0.738,0.799
sample_3414,0.178,0.698,0.679,0.319,0.732,0.794
sample_3415,0.178,0.696,0.703,0.322,0.735,0.792
sample_3416,0.178,0.702,0.699,0.334,0.764,0.794
sample_3417,0.178,0.702,0.695,0.344,0.769,0.789
sample_3418,0.178,0.698,0.692,0.344,0.75,0.786
sample_3419,0.178,0.694,0.674,0.339,0.751,0.796
sample_3420,0.178,0.692,0.672,0.335,0.753,0.8
sample_3421,0.172,0.695,0.684,0.335,0.76,0.796
sample_3422,0.172,0.7,0.676,0.334,0.752,0.796
sample_3423,0.172,0.699,0.665,0.337,0.719,0.796
sample_3424,0.172,0.696,0.672,0.341,0.729,0.794
sample_3425,0.172,0.693,0.689,0.338,0.741,0.792
sample_3426,0.172,0.687,0.692,0.342,0.768,0.792
sample_3427,0.172,0.682,0.682,0.34,0.739,0.796
sample_3428,0.172,0.682,0.683,0.331,0.724,0.799
sample_3429,0.172,0.68,0.697,0.33,0.742,0.796
sample_3430,0.172,0.678,0.7,0.33,0.726,0.794
sample_3431,0.172,0.681,0.699,0.323,0.732,0.794
